Date,Meal,Menu,Calories,Price
2024-05-01,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-01,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-02,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-02,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-02,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-03,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-03,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-03,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-04,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-04,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-04,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-05,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-05,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-05,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-06,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-06,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-06,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-07,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-07,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-07,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-08,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-08,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-08,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-09,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-09,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-09,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-10,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-10,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-10,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-11,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-11,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-11,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-12,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-12,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-12,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-13,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-13,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-13,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-14,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-14,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-14,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-15,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-15,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-15,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-16,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-16,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-16,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-17,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-17,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-17,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-18,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-18,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-18,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-19,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-19,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-19,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-20,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-20,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-20,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-21,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-21,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-21,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-22,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-22,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-22,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-23,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-23,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-23,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-24,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-24,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-24,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-25,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-25,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-25,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-26,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-26,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-26,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-27,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-27,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-27,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-28,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-28,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-28,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-29,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-29,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-29,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-30,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-30,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-30,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-05-31,Breakfast,"현미밥+미역국+김치",400,3000
2024-05-31,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-05-31,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-01,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-01,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-01,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-02,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-02,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-02,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-03,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-03,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-03,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-04,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-04,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-04,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-05,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-05,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-05,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-06,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-06,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-06,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-07,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-07,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-07,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-08,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-08,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-08,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-09,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-09,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-09,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-10,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-10,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-10,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-11,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-11,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-11,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-12,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-12,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-12,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-13,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-13,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-13,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-14,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-14,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-14,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-15,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-15,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-15,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-16,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-16,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-16,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-17,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-17,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-17,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-18,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-18,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-18,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-19,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-19,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-19,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-20,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-20,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-20,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-21,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-21,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-21,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-22,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-22,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-22,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-23,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-23,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-23,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-24,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-24,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-24,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-25,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-25,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-25,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-26,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-26,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-26,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-27,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-27,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-27,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-28,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-28,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-28,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-29,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-29,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-29,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-06-30,Breakfast,"현미밥+미역국+김치",400,3000
2024-06-30,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-06-30,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-01,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-01,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-01,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-02,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-02,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-02,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-03,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-03,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-03,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-04,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-04,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-04,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-05,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-05,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-05,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-06,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-06,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-06,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-07,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-07,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-07,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-08,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-08,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-08,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-09,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-09,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-09,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-10,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-10,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-10,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-11,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-11,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-11,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-12,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-12,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-12,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-13,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-13,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-13,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-14,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-14,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-14,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-15,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-15,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-15,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-16,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-16,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-16,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-17,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-17,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-17,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-18,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-18,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-18,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-19,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-19,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-19,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-20,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-20,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-20,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-21,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-21,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-21,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-22,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-22,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-22,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-23,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-23,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-23,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-24,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-24,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-24,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-25,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-25,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-25,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-26,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-26,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-26,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-27,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-27,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-27,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-28,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-28,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-28,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-29,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-29,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-29,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-30,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-30,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-30,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-07-31,Breakfast,"현미밥+미역국+김치",400,3000
2024-07-31,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-07-31,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-01,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-01,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-01,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-02,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-02,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-02,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-03,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-03,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-03,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-04,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-04,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-04,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-05,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-05,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-05,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-06,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-06,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-06,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-07,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-07,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-07,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-08,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-08,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-08,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-09,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-09,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-09,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-10,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-10,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-10,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-11,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-11,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-11,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-12,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-12,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-12,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-13,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-13,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-13,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-14,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-14,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-14,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-15,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-15,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-15,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-16,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-16,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-16,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-17,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-17,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-17,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-18,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-18,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-18,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-19,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-19,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-19,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-20,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-20,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-20,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-21,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-21,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-21,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-22,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-22,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-22,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-23,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-23,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-23,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-24,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-24,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-24,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-25,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-25,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-25,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-26,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-26,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-26,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-27,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-27,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-27,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-28,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-28,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-28,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-29,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-29,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-29,Dinner,"계란말이+시금치나물+쌀밥",500,5000
2024-08-30,Breakfast,"현미밥+미역국+김치",400,3000
2024-08-30,Lunch,"불고기+된장국+콩나물무침",600,7000
2024-08-30,Dinner,"계란말이+시금치나물+쌀밥",500,5000
